491	71
492	75
493	79
494	95
495	97
496	88
497	87
498	97
499	115
500	117
501	139
502	140
503	157
504	170
505	157
506	179
507	198
508	191
509	204
510	233
511	245
512	267
513	308
514	281
515	306
516	345
517	372
518	389
519	434
520	458
521	498
522	514
523	553
524	569
525	607
526	625
527	684
528	723
529	727
530	840
531	820
532	809
533	909
534	890
535	985
536	1013
537	1019
538	997
539	1050
540	1048
541	1096
542	1035
543	1073
544	1074
545	1036
546	990
547	1035
548	1046
549	909
550	931
551	940
552	888
553	945
554	903
555	829
556	744
557	740
558	724
559	732
560	691
561	596
562	587
563	526
564	561
565	463
566	433
567	417
568	373
569	346
570	334
571	373
572	337
573	294
574	300
575	296
576	270
577	268
578	264
579	245
580	228
581	238
582	218
583	184
584	223
585	190
586	190
587	166
588	171
589	184
590	172
591	157
592	146
593	151
594	149
595	144
596	148
597	142
598	123
599	138
600	115
601	94
602	126
603	115
604	99
605	108
606	97
607	88
608	78
609	75
610	76
611	69
612	60
613	64
614	65
615	62
616	45
617	50
618	45
619	41
620	39
621	39
622	43
623	35
624	29
625	38
626	32
627	31
628	25
629	23
630	20
631	22
632	17
633	21
634	15
635	26
636	23
637	19
638	9
639	15
640	11
641	21
642	18
643	17
644	21
645	15
646	9
647	14
648	9
649	11
650	9
651	13
652	7
653	12
654	16
655	10
656	17
657	15
658	14
659	18
660	19
661	16
662	17
663	25
664	12
665	14
666	18
667	23
668	21
669	28
670	21
671	24
672	27
673	29
674	28
675	43
676	30
677	27
678	36
679	41
680	42
681	46
682	61
683	56
684	57
685	52
686	54
687	57
688	56
689	64
690	72
691	77
692	85
693	68
694	66
695	89
696	86
697	78
698	99
699	95
700	93
701	106
702	90
703	116
704	119
705	119
706	100
707	113
708	95
709	120
710	107
711	124
712	106
713	106
714	108
715	110
716	93
717	84
718	96
719	99
720	84
721	102
722	92
723	76
724	103
725	81
726	65
727	66
728	71
729	80
730	60
731	68
732	82
733	66
734	65
735	55
736	54
737	44
738	51
739	41
740	51
741	44
742	65
743	46
744	58
745	31
746	47
747	33
748	44
749	36
750	35
751	36
752	34
753	42
754	32
755	37
756	24
757	28
758	27
759	23
760	34
761	28
762	25
763	21
764	19
765	19
766	26
767	29
768	16
769	17
770	13
771	16
772	11
773	15
774	20
775	16
776	9
777	17
778	12
779	14
780	12
781	10
782	9
783	6
784	14
785	15
786	13
787	11
788	8
789	9
790	4
791	5
792	7
793	3
794	2
795	7
796	7
797	5
798	5
799	4
800	7
801	3
802	10
803	5
804	4
805	2
806	6
807	2
808	7
809	5
810	4
811	5
812	3
813	2
814	1
815	1
816	4
817	0
818	1
819	5
820	4
821	7
822	8
823	5
824	5
825	6
826	4
827	3
828	1
829	1
830	3
831	6
832	5
833	8
834	6
835	4
836	7
837	3
838	2
839	9
840	3
841	7
842	2
843	7
844	8
845	6
846	7
847	4
848	12
849	3
850	6
851	5
852	7
853	4
854	5
855	10
856	4
857	5
858	8
859	10
860	18
861	11
862	22
863	8
864	5
865	10
866	6
867	4
868	8
869	15
870	9
871	11
872	13
873	6
874	10
875	10
876	11
877	13
878	11
879	11
880	8
881	10
882	5
883	15
884	7
885	12
886	11
887	17
888	8
889	9
890	8
891	17
892	6
893	6
894	7
895	7
896	15
897	6
898	10
899	9
900	11
901	6
902	11
903	6
904	4
905	7
906	3
907	12
908	8
909	4
910	5
911	2
912	5
913	5
914	9
915	3
916	6
917	4
918	5
919	8
920	3
921	5
922	7
923	7
924	4
925	3
926	3
927	1
928	8
929	5
930	3
931	0
932	3
933	5
934	4
935	7
936	0
937	4
938	4
939	4
940	3
941	5
942	3
943	4
944	3
945	3
946	1
947	2
948	2
949	2
950	2
951	3
952	1
953	2
954	1
955	4
956	1
957	1
958	1
959	1
960	0
961	0
962	2
963	1
964	3
965	2
966	1
967	0
968	1
969	2
970	0
971	0
972	0
973	2
974	0
975	0
976	0
977	1
978	1
979	0
980	2
981	0
982	0
983	0
984	0
985	2
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	1
994	1
995	1
996	0
997	1
998	1
999	2
1000	0
1001	2
1002	1
1003	2
1004	2
1005	1
1006	0
1007	0
1008	2
1009	1
1010	1
1011	1
1012	2
1013	1
1014	0
1015	1
1016	0
1017	1
1018	2
1019	0
1020	0
1021	3
1022	1
1023	0
1024	1
1025	0
1026	1
1027	0
1028	0
1029	1
1030	1
1031	2
1032	1
1033	5
1034	1
1035	0
1036	1
1037	2
1038	2
1039	1
1040	1
1041	2
1042	4
1043	6
1044	6
1045	1
1046	2
1047	3
1048	0
1049	1
1050	2
1051	2
1052	0
1053	1
1054	3
1055	1
1056	1
1057	4
1058	0
1059	1
1060	0
1061	2
1062	4
1063	4
1064	2
1065	1
1066	0
1067	0
1068	2
1069	2
1070	0
1071	0
1072	4
1073	0
1074	2
1075	3
1076	1
1077	0
1078	1
1079	1
1080	0
1081	3
1082	0
1083	2
1084	0
1085	1
1086	1
1087	1
1088	0
1089	1
1090	3
1091	1
1092	1
1093	0
1094	1
1095	1
1096	0
1097	0
1098	0
1099	1
1100	0
1101	0
1102	0
1103	2
1104	0
1105	1
1106	1
1107	1
1108	0
1109	0
1110	0
1111	1
1112	1
1113	1
1114	1
1115	0
1116	0
1117	0
1118	1
1119	0
1120	1
1121	0
1122	1
1123	1
1124	0
1125	1
1126	0
1127	0
1128	1
1129	0
1130	0
1131	0
1132	0
1133	0
1134	0
1135	0
1136	0
1137	0
1138	0
1139	0
1140	0
1141	0
1142	0
1143	0
1144	0
1145	0
1146	2
1147	0
1148	0
1149	0
1150	0
1151	0
1152	0
1153	0
1154	0
1155	0
1156	0
1157	0
1158	1
1159	0
1160	0
1161	0
1162	0
1163	0
1164	1
1165	0
1166	0
1167	0
1168	0
1169	0
1170	0
1171	0
1172	0
1173	0
1174	0
1175	0
1176	0
1177	0
1178	0
1179	0
1180	0
1181	0
1182	0
1183	0
1184	0
1185	0
1186	0
1187	1
1188	0
1189	0
1190	0
1191	0
1192	0
1193	0
1194	0
1195	1
1196	0
1197	0
1198	0
1199	1
1200	0
1201	0
1202	0
1203	0
1204	0
1205	0
1206	1
1207	0
1208	0
1209	0
1210	0
1211	1
1212	0
1213	0
1214	0
1215	0
1216	0
1217	0
1218	0
1219	0
1220	0
1221	0
1222	0
1223	1
1224	0
1225	0
1226	1
1227	0
1228	0
1229	0
1230	0
1231	1
1232	1
1233	0
1234	0
1235	0
1236	0
1237	0
1238	0
1239	0
1240	0
1241	0
1242	0
1243	0
1244	0
1245	0
1246	0
1247	0
1248	0
1249	0
1250	0
1251	0
1252	0
1253	0
1254	0
1255	0
1256	0
1257	0
1258	0
1259	0
1260	0
1261	0
1262	0
1263	0
1264	0
1265	0
1266	0
1267	0
1268	0
1269	0
1270	0
1271	0
1272	0
1273	0
1274	0
1275	0
1276	0
1277	0
1278	0
1279	0
1280	0
1281	0
1282	0
1283	0
1284	0
1285	0
1286	0
1287	0
1288	0
1289	0
1290	0
1291	0
1292	0
1293	0
1294	0
1295	0
1296	0
1297	0
1298	0
1299	0
1300	0
1301	0
1302	0
1303	0
1304	0
1305	0
1306	0
1307	0
1308	0
1309	0
1310	0
1311	0
1312	0
1313	0
1314	0
1315	0
1316	0
1317	1
1318	0
1319	0
1320	0
1321	1
1322	0
1323	0
1324	0
1325	0
1326	1
1327	0
1328	0
1329	0
1330	0
1331	0
1332	0
1333	0
1334	0
1335	0
1336	0
1337	0
1338	0
1339	0
1340	0
1341	0
1342	0
1343	0
1344	0
1345	0
1346	0
1347	0
1348	0
1349	0
1350	0
1351	0
1352	0
1353	0
1354	0
1355	0
1356	0
1357	0
1358	0
1359	1
1360	0
1361	0
1362	0
1363	0
1364	0
1365	0
1366	0
1367	0
1368	0
1369	0
1370	0
1371	0
1372	0
1373	0
1374	0
1375	0
1376	0
1377	0
1378	0
1379	0
1380	0
1381	0
1382	0
1383	1
1384	0
1385	0
1386	0
1387	0
1388	0
1389	0
1390	0
1391	0
1392	0
1393	0
1394	0
1395	0
1396	0
1397	0
1398	0
1399	0
1400	0
1401	0
1402	0
1403	0
1404	1
1405	0
1406	0
1407	0
1408	0
1409	0
1410	0
1411	0
1412	0
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
1420	0
1421	0
1422	0
1423	0
1424	0
1425	0
1426	0
1427	0
1428	0
1429	0
1430	0
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0
1443	0
1444	0
1445	0
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	0
1453	0
1454	0
1455	0
1456	0
1457	0
1458	0
1459	0
1460	0
1461	0
1462	0
1463	0
1464	0
1465	0
1466	0
1467	0
1468	0
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0
1475	0
1476	0
1477	0
1478	0
1479	0
1480	0
1481	0
1482	0
1483	0
1484	0
1485	0
1486	0
1487	0
1488	0
1489	0
1490	0
1491	0
1492	0
1493	0
1494	0
1495	0
1496	0
1497	0
1498	0
1499	0
1500	0
1501	0
1502	0
1503	0
1504	0
1505	0
1506	0
1507	0
1508	0
1509	0
1510	0
1511	0
1512	0
1513	0
1514	0
1515	0
1516	0
1517	0
1518	0
1519	0
1520	0
1521	0
1522	0
1523	0
1524	0
1525	0
1526	0
1527	0
1528	0
1529	0
1530	0
1531	0
1532	0
1533	0
1534	0
1535	0
1536	0
1537	0
1538	0
1539	0
1540	0
1541	0
1542	0
1543	0
1544	0
1545	0
1546	0
1547	0
1548	0
1549	0
1550	0
1551	0
1552	0
1553	0
1554	0
1555	0
1556	0
1557	0
1558	0
1559	0
1560	0
1561	0
1562	0
1563	0
1564	0
1565	0
1566	0
1567	0
1568	0
1569	0
1570	0
1571	0
1572	0
1573	0
1574	0
1575	0
1576	0
1577	0
1578	0
1579	0
1580	0
1581	0
1582	0
1583	0
1584	0
1585	0
1586	0
1587	0
1588	0
1589	0
1590	0
1591	0
1592	0
1593	0
1594	0
1595	0
1596	0
1597	0
1598	0
1599	0
1600	0
1601	0
1602	0
1603	0
1604	0
1605	0
1606	0
1607	0
1608	0
1609	0
1610	0
1611	0
1612	0
1613	0
1614	0
1615	0
1616	0
1617	0
1618	0
1619	0
1620	0
1621	0
1622	0
1623	0
1624	0
1625	0
1626	0
1627	0
1628	0
1629	0
1630	0
1631	0
1632	0
1633	0
1634	0
1635	0
1636	0
1637	0
1638	0
1639	0
1640	0
1641	0
1642	0
1643	0
1644	0
1645	0
1646	0
1647	0
1648	0
1649	0
1650	0
1651	0
1652	0
1653	0
1654	0
1655	0
1656	0
1657	0
1658	0
1659	0
1660	0
1661	0
1662	0
1663	0
1664	0
1665	0
1666	0
1667	0
1668	0
1669	0
1670	0
1671	0
1672	0
1673	0
1674	0
1675	0
1676	0
1677	0
1678	0
1679	0
1680	0
1681	0
1682	0
1683	0
1684	0
1685	0
1686	0
1687	0
1688	0
1689	0
1690	0
1691	0
1692	0
1693	0
1694	0
1695	0
1696	0
1697	0
1698	0
1699	0
1700	0
1701	0
1702	0
1703	0
1704	0
1705	0
1706	0
1707	0
1708	0
1709	0
1710	0
1711	0
1712	0
1713	0
1714	0
1715	0
1716	0
1717	0
1718	0
1719	0
1720	0
1721	0
1722	0
1723	0
1724	0
1725	0
1726	0
1727	0
1728	0
1729	0
1730	0
1731	0
1732	0
1733	0
1734	0
1735	0
1736	0
1737	0
1738	0
1739	0
1740	0
1741	0
1742	0
1743	0
1744	0
1745	0
1746	0
1747	0
1748	0
1749	0
1750	0
1751	0
1752	0
1753	0
1754	0
1755	0
1756	0
1757	0
1758	0
1759	0
1760	0
1761	0
1762	0
1763	0
1764	0
1765	0
1766	0
1767	0
1768	0
1769	0
1770	0
1771	0
1772	0
1773	0
1774	0
1775	0
1776	0
1777	0
1778	0
1779	0
1780	0
1781	0
1782	0
1783	0
1784	0
1785	0
1786	0
1787	0
1788	0
1789	0
1790	0
1791	0
1792	0
1793	0
1794	0
1795	0
1796	0
1797	0
1798	0
1799	0
1800	0
1801	0
1802	0
1803	0
1804	0
1805	0
1806	0
1807	0
1808	0
1809	0
1810	0
1811	0
1812	0
1813	0
1814	0
1815	0
1816	0
1817	0
1818	0
1819	0
1820	0
1821	0
1822	0
1823	0
1824	0
1825	0
1826	0
1827	0
1828	0
1829	0
1830	0
1831	0
1832	0
1833	0
1834	0
1835	0
1836	0
1837	0
1838	0
1839	0
1840	0
1841	0
1842	0
1843	0
1844	0
1845	0
1846	0
1847	0
1848	0
1849	0
1850	0
1851	0
1852	0
1853	0
1854	0
1855	0
1856	0
1857	0
1858	0
1859	0
1860	0
1861	0
1862	0
1863	0
1864	0
1865	0
1866	0
1867	0
1868	0
1869	0
1870	0
1871	0
1872	0
1873	0
1874	0
1875	0
1876	0
1877	0
1878	0
1879	0
1880	0
1881	0
1882	0
1883	0
1884	0
1885	0
1886	0
1887	0
1888	0
1889	0
1890	0
1891	0
1892	0
1893	0
1894	0
1895	0
1896	0
1897	0
1898	0
1899	0
1900	0
1901	0
1902	0
1903	0
1904	0
1905	0
1906	0
1907	0
1908	0
1909	0
1910	0
1911	0
1912	0
1913	0
1914	0
1915	0
1916	0
1917	0
1918	0
1919	0
1920	0
1921	0
1922	0
1923	0
1924	0
1925	0
1926	0
1927	0
1928	0
1929	0
1930	0
1931	0
1932	0
1933	0
1934	0
1935	0
1936	0
1937	0
1938	0
1939	0
1940	0
1941	0
1942	0
1943	0
1944	0
1945	0
1946	0
1947	0
1948	0
1949	0
1950	0
1951	0
1952	0
1953	0
1954	0
1955	0
1956	0
1957	0
1958	0
1959	0
1960	0
1961	0
1962	0
1963	0
1964	0
1965	0
1966	0
1967	0
1968	0
1969	0
1970	0
1971	0
1972	0
1973	0
1974	0
1975	0
1976	0
1977	0
1978	0
1979	0
1980	0
1981	0
1982	0
1983	0
1984	0
1985	0
1986	0
1987	0
1988	0
1989	0
1990	0
1991	0
1992	0
1993	0
1994	0
1995	0
1996	0
1997	0
1998	0
1999	0
2000	0
2001	0
2002	0
2003	0
2004	0
2005	0
2006	0
2007	0
2008	0
2009	0
2010	0
2011	0
2012	0
2013	0
2014	0
2015	0
2016	0
2017	0
2018	0
2019	0
2020	0
2021	0
2022	0
2023	0
2024	0
2025	0
2026	0
2027	0
2028	0
2029	0
2030	0
2031	0
2032	0
2033	0
2034	0
2035	0
2036	0
2037	0
2038	0
2039	0
2040	0
2041	0
2042	0
2043	0
2044	0
2045	0
2046	0
2047	0
